Build,Kernel,M,N,K,Alpha,Beta,Time_s,GFLOPS
native,mippv2_skylake_panel_lmul,96,96,96,1,0,2.47024e-05,71.6315
native,mippv2_skylake_panel_lmul,128,128,128,1,0,5.68403e-05,73.791
native,mippv2_skylake_panel_lmul2,32,32,32,1,0,1.15344e-06,56.8179
native,mippv2_skylake_panel_lmul2,64,64,64,1,0,8.96922e-06,58.4541
native,mippv2_skylake_panel_lmul2,96,96,96,1,0,2.98788e-05,59.2217
native,mippv2_skylake_panel_lmul2,128,128,128,1,0,6.98472e-05,60.0497
native,mippv2_skylake_panel_lmul4,32,32,32,1,0,1.08075e-06,60.6396
native,mippv2_skylake_panel_lmul4,64,64,64,1,0,8.2567e-06,63.4985
native,mippv2_skylake_panel_lmul4,96,96,96,1,0,2.74559e-05,64.4477
native,mippv2_skylake_panel_lmul4,128,128,128,1,0,6.39087e-05,65.6297
native,mippv2_meteorlake_mr4_nr3,32,32,32,1,0,7.86293e-07,83.348
native,mippv2_meteorlake_mr4_nr3,64,64,64,1,0,6.32402e-06,82.9042
native,mippv2_meteorlake_mr4_nr3,96,96,96,1,0,2.10911e-05,83.8965
native,mippv2_meteorlake_mr4_nr3,128,128,128,1,0,5.01722e-05,83.5981
native,mippv2_a76_mr6_nr3,32,32,32,1,0,8.18621e-07,80.0566
native,mippv2_a76_mr6_nr3,64,64,64,1,0,6.38735e-06,82.0823
native,mippv2_a76_mr6_nr3,96,96,96,1,0,2.12188e-05,83.3919
native,mippv2_a76_mr6_nr3,128,128,128,1,0,5.06098e-05,82.8753
native,mippv2_firestorm_mr4_nr4,32,32,32,1,0,8.03307e-07,81.5827
native,mippv2_firestorm_mr4_nr4,64,64,64,1,0,6.50761e-06,80.5654
native,mippv2_firestorm_mr4_nr4,96,96,96,1,0,2.11182e-05,83.7888
native,mippv2_firestorm_mr4_nr4,128,128,128,1,0,5.04382e-05,83.1573
native,mippv2_firestorm_mr4_nr4_fmaddi,32,32,32,1,0,8.24825e-07,79.4545
native,mippv2_firestorm_mr4_nr4_fmaddi,64,64,64,1,0,6.31888e-06,82.9717
native,mippv2_firestorm_mr4_nr4_fmaddi,96,96,96,1,0,2.13284e-05,82.963
native,mippv2_firestorm_mr4_nr4_fmaddi,128,128,128,1,0,4.99747e-05,83.9286
native,mippv2_firestorm_mr6_nr4,32,32,32,1,0,8.25442e-07,79.3951
native,mippv2_firestorm_mr6_nr4,64,64,64,1,0,6.49563e-06,80.7139
native,mippv2_firestorm_mr6_nr4,96,96,96,1,0,2.13699e-05,82.8019
native,mippv2_firestorm_mr6_nr4,128,128,128,1,0,5.09072e-05,82.3912
native,mippv2_firestorm_mr6_nr4_fmaddi,32,32,32,1,0,8.16708e-07,80.2441
native,mippv2_firestorm_mr6_nr4_fmaddi,64,64,64,1,0,6.60001e-06,79.4375
native,mippv2_firestorm_mr6_nr4_fmaddi,96,96,96,1,0,2.14676e-05,82.4253
native,mippv2_firestorm_mr6_nr4_fmaddi,128,128,128,1,0,5.04171e-05,83.1921
native,mippv2_zen4_mr4_nr4,32,32,32,1,0,8.12013e-07,80.7081
native,mippv2_zen4_mr4_nr4,64,64,64,1,0,6.4325e-06,81.5061
native,mippv2_zen4_mr4_nr4,96,96,96,1,0,2.11636e-05,83.6093
native,mippv2_zen4_mr4_nr4,128,128,128,1,0,5.01079e-05,83.7054
native,mippv2_zen4_mr4_nr4_fmaddi,32,32,32,1,0,7.94344e-07,82.5033
native,mippv2_zen4_mr4_nr4_fmaddi,64,64,64,1,0,6.27947e-06,83.4924
native,mippv2_zen4_mr4_nr4_fmaddi,96,96,96,1,0,2.11179e-05,83.79
native,mippv2_firestorm_mr4_nr4_fmaddi,128,128,128,1,0,4.90906e-05,85.4401
native,mippv2_x100_register_blocked_lmul1,32,32,32,1,0,1.09662e-06,59.7621
native,mippv2_x100_register_blocked_lmul1,64,64,64,1,0,9.03204e-06,58.0476
native,mippv2_x100_register_blocked_lmul1,96,96,96,1,0,3.01646e-05,58.6605
native,mippv2_x100_register_blocked_lmul1,128,128,128,1,0,7.18893e-05,58.3439
native,mippv2_x100_register_blocked_lmul2,32,32,32,1,0,9.98404e-07,65.6408
native,mippv2_x100_register_blocked_lmul2,64,64,64,1,0,8.31258e-06,63.0716
native,mippv2_x100_register_blocked_lmul2,96,96,96,1,0,2.75686e-05,64.1844
native,mippv2_x100_register_blocked_lmul2,128,128,128,1,0,6.50752e-05,64.4532
native,mippv2_x100_register_blocked_lmul4,32,32,32,1,0,1.87069e-06,35.033
native,mippv2_x100_register_blocked_lmul4,64,64,64,1,0,8.0185e-06,65.3848
native,mippv2_x100_register_blocked_lmul4,96,96,96,1,0,3.47425e-05,50.9311
native,mippv2_x100_register_blocked_lmul4,128,128,128,1,0,6.21706e-05,67.4644
native,mippv2_x100_register_blocked_apack4,32,32,32,1,0,1.00195e-06,65.4087
native,mippv2_x100_register_blocked_apack4,64,64,64,1,0,8.28412e-06,63.2883
native,mippv2_x100_register_blocked_apack4,96,96,96,1,0,2.77136e-05,63.8486
native,mippv2_x100_register_blocked_apack4,128,128,128,1,0,6.58697e-05,63.6757
native,mippv2_panel_x100_lmul1,32,32,32,1,0,1.11649e-06,58.6981
native,mippv2_panel_x100_lmul1,64,64,64,1,0,9.36062e-06,56.01
native,mippv2_panel_x100_lmul1,96,96,96,1,0,3.03546e-05,58.2934
native,mippv2_panel_x100_lmul1,128,128,128,1,0,7.58834e-05,55.273
native,mippv2_panel_x100_lmul2,32,32,32,1,0,1.06901e-06,61.3054
native,mippv2_panel_x100_lmul2,64,64,64,1,0,8.48238e-06,61.8091
native,mippv2_panel_x100_lmul2,96,96,96,1,0,2.78006e-05,63.6487
native,mippv2_panel_x100_lmul2,128,128,128,1,0,6.58926e-05,63.6536
native,mippv2_panel_x100_lmul4,32,32,32,1,0,1.95103e-06,33.5904
native,mippv2_panel_x100_lmul4,64,64,64,1,0,8.19773e-06,63.9553
native,mippv2_panel_x100_lmul4,96,96,96,1,0,3.48114e-05,50.8302
native,mippv2_panel_x100_lmul4,128,128,128,1,0,6.21227e-05,67.5165
native,mippv2_x60_mr6_nr4_fmaddi,32,32,32,1,0,8.27203e-07,79.226
native,mippv2_x60_mr6_nr4_fmaddi,64,64,64,1,0,6.44346e-06,81.3674
native,mippv2_x60_mr6_nr4_fmaddi,96,96,96,1,0,2.13859e-05,82.74
native,mippv2_x60_mr6_nr4_fmaddi,128,128,128,1,0,5.05246e-05,83.0152
native,mippv2_a100_mr7_nr4_pipe,32,32,32,1,0,8.81647e-07,74.3336
native,mippv2_a100_mr7_nr4_pipe,64,64,64,1,0,7.03765e-06,74.4976
native,mippv2_a100_mr7_nr4_pipe,96,96,96,1,0,2.35935e-05,74.9983
native,mippv2_a100_mr7_nr4_pipe,128,128,128,1,0,5.37083e-05,78.0941
native,mippv2_a100_mr7_nr2_lmul2_pipe,32,32,32,1,0,9.32631e-07,70.27
native,mippv2_a100_mr7_nr2_lmul2_pipe,64,64,64,1,0,6.93043e-06,75.6501
native,mippv2_a100_mr7_nr2_lmul2_pipe,96,96,96,1,0,2.54105e-05,69.6354
native,mippv2_a100_mr7_nr2_lmul2_pipe,128,128,128,1,0,5.49431e-05,76.339
