Build,Kernel,M,N,K,Alpha,Beta,Time_s,GFLOPS
native,mippv2_panel_x100_lmul2,96,96,96,1,0,4.28944e-05,41.2518
native,mippv2_panel_x100_lmul2,128,128,128,1,0,9.16903e-05,45.7442
native,mippv2_panel_x100_lmul4,32,32,32,1,0,1.80967e-06,36.2144
native,mippv2_panel_x100_lmul4,64,64,64,1,0,1.48998e-05,35.1876
native,mippv2_panel_x100_lmul4,96,96,96,1,0,5.15329e-05,34.3367
native,mippv2_panel_x100_lmul4,128,128,128,1,0,0.000123953,33.8379
native,mippv2_x60_mr6_nr4_fmaddi,32,32,32,1,0,1.67292e-06,39.1746
native,mippv2_x60_mr6_nr4_fmaddi,64,64,64,1,0,1.33806e-05,39.1826
native,mippv2_x60_mr6_nr4_fmaddi,96,96,96,1,0,4.50552e-05,39.2734
native,mippv2_x60_mr6_nr4_fmaddi,128,128,128,1,0,0.000105561,39.7335
native,mippv2_a100_mr7_nr4_pipe,32,32,32,1,0,1.89696e-06,34.5479
native,mippv2_a100_mr7_nr4_pipe,64,64,64,1,0,1.41066e-05,37.1663
native,mippv2_a100_mr7_nr4_pipe,96,96,96,1,0,4.40248e-05,40.1926
native,mippv2_a100_mr7_nr4_pipe,128,128,128,1,0,0.000102511,40.9157
native,mippv2_a100_mr7_nr2_lmul2_pipe,32,32,32,1,0,3.79663e-06,17.2616
native,mippv2_a100_mr7_nr2_lmul2_pipe,64,64,64,1,0,1.42289e-05,36.8468
native,mippv2_a100_mr7_nr2_lmul2_pipe,96,96,96,1,0,4.57343e-05,38.6902
native,mippv2_a100_mr7_nr2_lmul2_pipe,128,128,128,1,0,0.000113573,36.9306
