Build,Kernel,M,N,K,Alpha,Beta,Time_s,GFLOPS
rvv,mippv2_firestorm_mr6_nr4_fmaddi,64,64,64,1,0,3.51123e-05,14.9318
rvv,mippv2_firestorm_mr6_nr4_fmaddi,96,96,96,1,0,0.000151396,11.6877
rvv,mippv2_firestorm_mr6_nr4_fmaddi,128,128,128,1,0,0.000357952,11.7175
rvv,mippv2_zen4_mr4_nr4,32,32,32,1,0,6.96886e-06,9.40412
rvv,mippv2_zen4_mr4_nr4,64,64,64,1,0,5.33066e-05,9.83532
rvv,mippv2_zen4_mr4_nr4,96,96,96,1,0,0.000211111,8.38171
rvv,mippv2_zen4_mr4_nr4,128,128,128,1,0,0.000511135,8.20586
rvv,mippv2_zen4_mr4_nr4_fmaddi,32,32,32,1,0,4.9484e-06,13.2439
rvv,mippv2_zen4_mr4_nr4_fmaddi,64,64,64,1,0,3.85048e-05,13.6162
rvv,mippv2_zen4_mr4_nr4_fmaddi,96,96,96,1,0,0.000174504,10.14
rvv,mippv2_zen4_mr4_nr4_fmaddi,128,128,128,1,0,0.000395571,10.6032
rvv,mippv2_x100_register_blocked_lmul1,32,32,32,1,0,5.58984e-06,11.7241
rvv,mippv2_x100_register_blocked_lmul1,64,64,64,1,0,4.32214e-05,12.1303
rvv,mippv2_x100_register_blocked_lmul1,96,96,96,1,0,0.000193909,9.12527
rvv,mippv2_x100_register_blocked_lmul1,128,128,128,1,0,0.000504205,8.31865
rvv,mippv2_x100_register_blocked_lmul2,32,32,32,1,0,4.22107e-06,15.5259
rvv,mippv2_x100_register_blocked_lmul2,64,64,64,1,0,3.25625e-05,16.101
rvv,mippv2_x100_register_blocked_lmul2,96,96,96,1,0,0.000175751,10.0681
rvv,mippv2_x100_register_blocked_lmul2,128,128,128,1,0,0.000445574,9.41325
rvv,mippv2_x100_register_blocked_lmul4,32,32,32,1,0,4.60575e-06,14.2292
rvv,mippv2_x100_register_blocked_lmul4,64,64,64,1,0,3.36182e-05,15.5954
rvv,mippv2_x100_register_blocked_lmul4,96,96,96,1,0,0.000186782,9.47348
rvv,mippv2_x100_register_blocked_lmul4,128,128,128,1,0,0.000497064,8.43816
rvv,mippv2_x100_register_blocked_apack4,32,32,32,1,0,4.28157e-06,15.3065
rvv,mippv2_x100_register_blocked_apack4,64,64,64,1,0,3.21194e-05,16.3231
rvv,mippv2_x100_register_blocked_apack4,96,96,96,1,0,0.000165042,10.7213
rvv,mippv2_x100_register_blocked_apack4,128,128,128,1,0,0.000436442,9.61023
rvv,mippv2_panel_x100_lmul1,32,32,32,1,0,5.46187e-06,11.9988
rvv,mippv2_panel_x100_lmul1,64,64,64,1,0,4.61863e-05,11.3516
rvv,mippv2_panel_x100_lmul1,96,96,96,1,0,0.000213485,8.28849
rvv,mippv2_panel_x100_lmul1,128,128,128,1,0,0.000551745,7.60189
rvv,mippv2_panel_x100_lmul2,32,32,32,1,0,4.59919e-06,14.2495
rvv,mippv2_panel_x100_lmul2,64,64,64,1,0,3.70198e-05,14.1624
rvv,mippv2_panel_x100_lmul2,96,96,96,1,0,0.000201373,8.78706
rvv,mippv2_panel_x100_lmul2,128,128,128,1,0,0.000568128,7.38268
rvv,mippv2_panel_x100_lmul4,32,32,32,1,0,4.69068e-06,13.9715
rvv,mippv2_panel_x100_lmul4,64,64,64,1,0,3.535e-05,14.8313
rvv,mippv2_panel_x100_lmul4,96,96,96,1,0,0.000223681,7.91069
rvv,mippv2_panel_x100_lmul4,128,128,128,1,0,0.000591567,7.09016
rvv,mippv2_x60_mr6_nr4_fmaddi,32,32,32,1,0,4.56007e-06,14.3717
rvv,mippv2_x60_mr6_nr4_fmaddi,64,64,64,1,0,3.51567e-05,14.9129
rvv,mippv2_x60_mr6_nr4_fmaddi,96,96,96,1,0,0.000235926,7.50012
rvv,mippv2_x60_mr6_nr4_fmaddi,128,128,128,1,0,0.000358431,11.7018
rvv,mippv2_a100_mr7_nr4_pipe,32,32,32,1,0,4.76854e-06,13.7434
rvv,mippv2_a100_mr7_nr4_pipe,64,64,64,1,0,3.66065e-05,14.3223
rvv,mippv2_a100_mr7_nr4_pipe,96,96,96,1,0,0.000149095,11.8681
rvv,mippv2_a100_mr7_nr4_pipe,128,128,128,1,0,0.000329269,12.7382
rvv,mippv2_a100_mr7_nr2_lmul2_pipe,32,32,32,1,0,4.99615e-06,13.1173
rvv,mippv2_a100_mr7_nr2_lmul2_pipe,64,64,64,1,0,3.34029e-05,15.6959
rvv,mippv2_a100_mr7_nr2_lmul2_pipe,96,96,96,1,0,0.000171067,10.3438
rvv,mippv2_a100_mr7_nr2_lmul2_pipe,128,128,128,1,0,0.000326129,12.8609
