Build,Kernel,M,N,K,Alpha,Beta,Time_s,GFLOPS
native,mippv2_x100_register_blocked_lmul2,128,128,128,1,0,0.000123498,33.9626
native,mippv2_x100_register_blocked_lmul4,32,32,32,1,0,2.48668e-06,26.3549
native,mippv2_x100_register_blocked_lmul4,64,64,64,1,0,2.01788e-05,25.9821
native,mippv2_x100_register_blocked_lmul4,96,96,96,1,0,6.76944e-05,26.1391
native,mippv2_x100_register_blocked_lmul4,128,128,128,1,0,0.000162422,25.8235
native,mippv2_x100_register_blocked_apack4,32,32,32,1,0,1.81369e-06,36.134
native,mippv2_x100_register_blocked_apack4,64,64,64,1,0,1.49585e-05,35.0495
native,mippv2_x100_register_blocked_apack4,96,96,96,1,0,4.97922e-05,35.5371
native,mippv2_x100_register_blocked_apack4,128,128,128,1,0,0.0001227,34.1833
native,mippv2_panel_x100_lmul1,32,32,32,1,0,2.40697e-06,27.2276
native,mippv2_panel_x100_lmul1,64,64,64,1,0,2.14516e-05,24.4405
native,mippv2_panel_x100_lmul1,96,96,96,1,0,7.97236e-05,22.1951
native,mippv2_panel_x100_lmul1,128,128,128,1,0,0.000203264,20.6348
native,mippv2_panel_x100_lmul2,32,32,32,1,0,1.84246e-06,35.5699
native,mippv2_panel_x100_lmul2,64,64,64,1,0,1.52948e-05,34.2789
native,mippv2_panel_x100_lmul2,96,96,96,1,0,5.02067e-05,35.2437
native,mippv2_panel_x100_lmul2,128,128,128,1,0,0.000121801,34.4356
native,mippv2_panel_x100_lmul4,32,32,32,1,0,2.60004e-06,25.2057
native,mippv2_panel_x100_lmul4,64,64,64,1,0,2.07616e-05,25.2528
native,mippv2_panel_x100_lmul4,96,96,96,1,0,6.80298e-05,26.0102
native,mippv2_panel_x100_lmul4,128,128,128,1,0,0.00016407,25.5641
native,mippv2_x60_mr6_nr4_fmaddi,32,32,32,1,0,1.48213e-06,44.2174
native,mippv2_x60_mr6_nr4_fmaddi,64,64,64,1,0,1.1474e-05,45.6935
native,mippv2_x60_mr6_nr4_fmaddi,96,96,96,1,0,3.72643e-05,47.4843
native,mippv2_x60_mr6_nr4_fmaddi,128,128,128,1,0,9.11096e-05,46.0358
native,mippv2_a100_mr7_nr4_pipe,32,32,32,1,0,2.17718e-06,30.1014
native,mippv2_a100_mr7_nr4_pipe,64,64,64,1,0,1.80506e-05,29.0454
native,mippv2_a100_mr7_nr4_pipe,96,96,96,1,0,6.01762e-05,29.4048
native,mippv2_a100_mr7_nr4_pipe,128,128,128,1,0,0.000145133,28.8997
native,mippv2_a100_mr7_nr2_lmul2_pipe,32,32,32,1,0,2.49519e-06,26.2649
native,mippv2_a100_mr7_nr2_lmul2_pipe,64,64,64,1,0,1.83101e-05,28.6338
native,mippv2_a100_mr7_nr2_lmul2_pipe,96,96,96,1,0,6.59783e-05,26.819
native,mippv2_a100_mr7_nr2_lmul2_pipe,128,128,128,1,0,0.000149417,28.0711
