Build,Kernel,M,N,K,Alpha,Beta,Time_s,GFLOPS
rvv,mippv2_x100_register_blocked_lmul1,32,32,32,1,0,4.9058e-06,13.3589
rvv,mippv2_x100_register_blocked_lmul1,64,64,64,1,0,3.71311e-05,14.1199
rvv,mippv2_x100_register_blocked_lmul1,96,96,96,1,0,0.000165844,10.6695
rvv,mippv2_x100_register_blocked_lmul1,128,128,128,1,0,0.000422646,9.92391
rvv,mippv2_x100_register_blocked_lmul2,32,32,32,1,0,4.31628e-06,15.1834
rvv,mippv2_x100_register_blocked_lmul2,64,64,64,1,0,3.22855e-05,16.2391
rvv,mippv2_x100_register_blocked_lmul2,96,96,96,1,0,0.000153441,11.5319
rvv,mippv2_x100_register_blocked_lmul2,128,128,128,1,0,0.000396804,10.5702
rvv,mippv2_x100_register_blocked_lmul4,32,32,32,1,0,4.61238e-06,14.2087
rvv,mippv2_x100_register_blocked_lmul4,64,64,64,1,0,3.46106e-05,15.1482
rvv,mippv2_x100_register_blocked_lmul4,96,96,96,1,0,0.000195149,9.06729
rvv,mippv2_x100_register_blocked_lmul4,128,128,128,1,0,0.000508998,8.24031
rvv,mippv2_x100_register_blocked_apack4,32,32,32,1,0,4.34122e-06,15.0962
rvv,mippv2_x100_register_blocked_apack4,64,64,64,1,0,3.30179e-05,15.8789
rvv,mippv2_x100_register_blocked_apack4,96,96,96,1,0,0.000166028,10.6577
rvv,mippv2_x100_register_blocked_apack4,128,128,128,1,0,0.00043401,9.66408
rvv,mippv2_panel_x100_lmul1,32,32,32,1,0,4.62549e-06,14.1684
rvv,mippv2_panel_x100_lmul1,64,64,64,1,0,3.83411e-05,13.6743
rvv,mippv2_panel_x100_lmul1,96,96,96,1,0,0.000189154,9.35469
rvv,mippv2_panel_x100_lmul1,128,128,128,1,0,0.00049614,8.45386
rvv,mippv2_panel_x100_lmul2,32,32,32,1,0,4.45459e-06,14.712
rvv,mippv2_panel_x100_lmul2,64,64,64,1,0,3.51703e-05,14.9071
rvv,mippv2_panel_x100_lmul2,96,96,96,1,0,0.000185133,9.55784
rvv,mippv2_panel_x100_lmul2,128,128,128,1,0,0.000507813,8.25955
rvv,mippv2_panel_x100_lmul4,32,32,32,1,0,9.16473e-06,7.15089
rvv,mippv2_panel_x100_lmul4,64,64,64,1,0,7.37708e-05,7.10698
rvv,mippv2_panel_x100_lmul4,96,96,96,1,0,0.000370067,4.78149
rvv,mippv2_panel_x100_lmul4,128,128,128,1,0,0.000930562,4.50728
rvv,mippv2_x60_mr6_nr4_fmaddi,32,32,32,1,0,4.21165e-06,15.5606
rvv,mippv2_x60_mr6_nr4_fmaddi,64,64,64,1,0,3.23829e-05,16.1903
rvv,mippv2_x60_mr6_nr4_fmaddi,96,96,96,1,0,0.000142127,12.45
rvv,mippv2_x60_mr6_nr4_fmaddi,128,128,128,1,0,0.000331049,12.6697
rvv,mippv2_a100_mr7_nr4_pipe,32,32,32,1,0,4.15562e-06,15.7704
rvv,mippv2_a100_mr7_nr4_pipe,64,64,64,1,0,3.20677e-05,16.3494
rvv,mippv2_a100_mr7_nr4_pipe,96,96,96,1,0,0.000140537,12.5908
rvv,mippv2_a100_mr7_nr4_pipe,128,128,128,1,0,0.00031453,13.3351
rvv,mippv2_a100_mr7_nr2_lmul2_pipe,32,32,32,1,0,5.24673e-06,12.4908
rvv,mippv2_a100_mr7_nr2_lmul2_pipe,64,64,64,1,0,3.84762e-05,13.6263
rvv,mippv2_a100_mr7_nr2_lmul2_pipe,96,96,96,1,0,0.000175761,10.0675
rvv,mippv2_a100_mr7_nr2_lmul2_pipe,128,128,128,1,0,0.000351432,11.9349
