Build,Kernel,M,N,K,Alpha,Beta,Time_s,GFLOPS
rvv,mippv2_panel_x100_lmul1,96,96,96,1,0,0.000802702,2.20439
rvv,mippv2_panel_x100_lmul1,128,128,128,1,0,0.00192556,2.17822
rvv,mippv2_panel_x100_lmul2,32,32,32,1,0,1.08106e-05,6.0622
rvv,mippv2_panel_x100_lmul2,64,64,64,1,0,0.000219162,2.39224
rvv,mippv2_panel_x100_lmul2,96,96,96,1,0,0.000554356,3.19194
rvv,mippv2_panel_x100_lmul2,128,128,128,1,0,0.00166663,2.51664
rvv,mippv2_panel_x100_lmul4,32,32,32,1,0,2.15255e-05,3.04458
rvv,mippv2_panel_x100_lmul4,64,64,64,1,0,0.000320722,1.63471
rvv,mippv2_panel_x100_lmul4,96,96,96,1,0,0.00115733,1.52893
rvv,mippv2_panel_x100_lmul4,128,128,128,1,0,0.00249483,1.6812
rvv,mippv2_x60_mr6_nr4_fmaddi,32,32,32,1,0,1.07553e-05,6.09339
rvv,mippv2_x60_mr6_nr4_fmaddi,64,64,64,1,0,0.000116572,4.49756
rvv,mippv2_x60_mr6_nr4_fmaddi,96,96,96,1,0,0.000387334,4.56834
rvv,mippv2_x60_mr6_nr4_fmaddi,128,128,128,1,0,0.000906155,4.62868
rvv,mippv2_a100_mr7_nr4_pipe,32,32,32,1,0,1.05192e-05,6.23015
rvv,mippv2_a100_mr7_nr4_pipe,64,64,64,1,0,0.000108416,4.83588
rvv,mippv2_a100_mr7_nr4_pipe,96,96,96,1,0,0.000372646,4.7484
rvv,mippv2_a100_mr7_nr4_pipe,128,128,128,1,0,0.000878059,4.77679
rvv,mippv2_a100_mr7_nr2_lmul2_pipe,32,32,32,1,0,1.29101e-05,5.07632
rvv,mippv2_a100_mr7_nr2_lmul2_pipe,64,64,64,1,0,0.000127687,4.10606
rvv,mippv2_a100_mr7_nr2_lmul2_pipe,96,96,96,1,0,0.000441324,4.00946
rvv,mippv2_a100_mr7_nr2_lmul2_pipe,128,128,128,1,0,0.000935668,4.48269
