Build,Kernel,M,N,K,Alpha,Beta,Time_s,GFLOPS
rvv,mippv2_panel_x100_lmul1,96,96,96,1,0,0.000266486,6.64002
rvv,mippv2_panel_x100_lmul1,128,128,128,1,0,0.000634233,6.61319
rvv,mippv2_panel_x100_lmul2,32,32,32,1,0,1.47941e-05,4.42988
rvv,mippv2_panel_x100_lmul2,64,64,64,1,0,5.91552e-05,8.86292
rvv,mippv2_panel_x100_lmul2,96,96,96,1,0,0.000261361,6.77023
rvv,mippv2_panel_x100_lmul2,128,128,128,1,0,0.000469314,8.9371
rvv,mippv2_panel_x100_lmul4,32,32,32,1,0,2.5865e-05,2.53378
rvv,mippv2_panel_x100_lmul4,64,64,64,1,0,0.000103429,5.06905
rvv,mippv2_panel_x100_lmul4,96,96,96,1,0,0.000228166,7.7552
rvv,mippv2_panel_x100_lmul4,128,128,128,1,0,0.00040852,10.2671
rvv,mippv2_x60_mr6_nr4_fmaddi,32,32,32,1,0,7.42325e-06,8.82848
rvv,mippv2_x60_mr6_nr4_fmaddi,64,64,64,1,0,4.70339e-05,11.147
rvv,mippv2_x60_mr6_nr4_fmaddi,96,96,96,1,0,0.000215742,8.20179
rvv,mippv2_x60_mr6_nr4_fmaddi,128,128,128,1,0,0.000516258,8.12444
rvv,mippv2_a100_mr7_nr4_pipe,32,32,32,1,0,7.47429e-06,8.76819
rvv,mippv2_a100_mr7_nr4_pipe,64,64,64,1,0,4.86426e-05,10.7784
rvv,mippv2_a100_mr7_nr4_pipe,96,96,96,1,0,0.00019036,9.29539
rvv,mippv2_a100_mr7_nr4_pipe,128,128,128,1,0,0.000394965,10.6194
rvv,mippv2_a100_mr7_nr2_lmul2_pipe,32,32,32,1,0,8.30599e-06,7.89021
rvv,mippv2_a100_mr7_nr2_lmul2_pipe,64,64,64,1,0,4.82813e-05,10.859
rvv,mippv2_a100_mr7_nr2_lmul2_pipe,96,96,96,1,0,0.00018736,9.44425
rvv,mippv2_a100_mr7_nr2_lmul2_pipe,128,128,128,1,0,0.000398436,10.5269
