Build,Kernel,M,N,K,Alpha,Beta,Time_s,GFLOPS
native,mippv2_x100_register_blocked_lmul1,128,128,128,1,0,5.55325e-05,75.5289
native,mippv2_x100_register_blocked_lmul2,32,32,32,1,0,9.42236e-07,69.5537
native,mippv2_x100_register_blocked_lmul2,64,64,64,1,0,7.86986e-06,66.6198
native,mippv2_x100_register_blocked_lmul2,96,96,96,1,0,2.223e-05,79.5985
native,mippv2_x100_register_blocked_lmul2,128,128,128,1,0,5.38478e-05,77.8919
native,mippv2_x100_register_blocked_lmul4,32,32,32,1,0,1.69783e-06,38.5998
native,mippv2_x100_register_blocked_lmul4,64,64,64,1,0,7.91019e-06,66.2801
native,mippv2_x100_register_blocked_lmul4,96,96,96,1,0,3.00683e-05,58.8483
native,mippv2_x100_register_blocked_lmul4,128,128,128,1,0,5.44352e-05,77.0513
native,mippv2_x100_register_blocked_apack4,32,32,32,1,0,9.37151e-07,69.9311
native,mippv2_x100_register_blocked_apack4,64,64,64,1,0,7.91365e-06,66.2511
native,mippv2_x100_register_blocked_apack4,96,96,96,1,0,2.23795e-05,79.0667
native,mippv2_x100_register_blocked_apack4,128,128,128,1,0,5.37551e-05,78.0261
native,mippv2_panel_x100_lmul1,32,32,32,1,0,9.81652e-07,66.7609
native,mippv2_panel_x100_lmul1,64,64,64,1,0,8.46399e-06,61.9434
native,mippv2_panel_x100_lmul1,96,96,96,1,0,2.37155e-05,74.6126
native,mippv2_panel_x100_lmul1,128,128,128,1,0,5.67202e-05,73.9473
native,mippv2_panel_x100_lmul2,32,32,32,1,0,9.47681e-07,69.1541
native,mippv2_panel_x100_lmul2,64,64,64,1,0,8.01109e-06,65.4453
native,mippv2_panel_x100_lmul2,96,96,96,1,0,2.24334e-05,78.8766
native,mippv2_panel_x100_lmul2,128,128,128,1,0,5.3438e-05,78.4892
native,mippv2_panel_x100_lmul4,32,32,32,1,0,1.6921e-06,38.7306
native,mippv2_panel_x100_lmul4,64,64,64,1,0,8.02748e-06,65.3117
native,mippv2_panel_x100_lmul4,96,96,96,1,0,3.06452e-05,57.7406
native,mippv2_panel_x100_lmul4,128,128,128,1,0,5.43253e-05,77.2072
native,mippv2_x60_mr6_nr4_fmaddi,32,32,32,1,0,9.19919e-07,71.2411
native,mippv2_x60_mr6_nr4_fmaddi,64,64,64,1,0,7.84226e-06,66.8542
native,mippv2_x60_mr6_nr4_fmaddi,96,96,96,1,0,2.2101e-05,80.0631
native,mippv2_x60_mr6_nr4_fmaddi,128,128,128,1,0,5.28688e-05,79.3342
native,mippv2_a100_mr7_nr4_pipe,32,32,32,1,0,9.6283e-07,68.066
native,mippv2_a100_mr7_nr4_pipe,64,64,64,1,0,8.46297e-06,61.9508
native,mippv2_a100_mr7_nr4_pipe,96,96,96,1,0,2.42471e-05,72.9767
native,mippv2_a100_mr7_nr4_pipe,128,128,128,1,0,5.6838e-05,73.7941
native,mippv2_a100_mr7_nr2_lmul2_pipe,32,32,32,1,0,9.4771e-07,69.152
native,mippv2_a100_mr7_nr2_lmul2_pipe,64,64,64,1,0,7.18009e-06,73.0197
native,mippv2_a100_mr7_nr2_lmul2_pipe,96,96,96,1,0,2.45955e-05,71.943
native,mippv2_a100_mr7_nr2_lmul2_pipe,128,128,128,1,0,5.72429e-05,73.2721
