Build,Kernel,M,N,K,Alpha,Beta,Time_s,GFLOPS
native,mippv2_x60_mr6_nr4_fmaddi,64,64,64,1,0,4.29024e-05,12.2205
native,mippv2_x60_mr6_nr4_fmaddi,96,96,96,1,0,0.000143875,12.2986
native,mippv2_x60_mr6_nr4_fmaddi,128,128,128,1,0,0.000341466,12.2832
native,mippv2_a100_mr7_nr4_pipe,32,32,32,1,0,7.93808e-06,8.2559
native,mippv2_a100_mr7_nr4_pipe,64,64,64,1,0,6.70325e-05,7.82139
native,mippv2_a100_mr7_nr4_pipe,96,96,96,1,0,0.000224776,7.87216
native,mippv2_a100_mr7_nr4_pipe,128,128,128,1,0,0.000539507,7.77432
native,mippv2_a100_mr7_nr2_lmul2_pipe,32,32,32,1,0,8.64406e-06,7.58162
native,mippv2_a100_mr7_nr2_lmul2_pipe,64,64,64,1,0,6.79165e-05,7.7196
native,mippv2_a100_mr7_nr2_lmul2_pipe,96,96,96,1,0,0.000238352,7.42376
native,mippv2_a100_mr7_nr2_lmul2_pipe,128,128,128,1,0,0.000550105,7.62456
